user_id_idx,reviewerID,rank,item_id_idx,asin,title,predicted_rating
83915,A3I3O6QL7XLA04,4,17620,B000BMGEIO,Sing-Along Songs: Supercalifragilisticexpialidocious - I Love to Laugh,4.0446
83915,A3I3O6QL7XLA04,5,9399,B000EOTTS6,Northern Exposure: The Complete First and Second Seasons,4.0185
83915,A3I3O6QL7XLA04,6,13927,B00280QNK6,12,4.0032
83915,A3I3O6QL7XLA04,7,40685,B00003M5FI,Baby Songs:Animals VHS,3.9874
83915,A3I3O6QL7XLA04,8,8453,B01BKTG026,"Walk On: 6 Mile Mix - Workout Videos For Women, Low Impact, Cardio and Sculpting Exercise For Fat Burning",3.9698
83915,A3I3O6QL7XLA04,9,49628,B0182W7IXY,Odd Squad: Dance Like Nobody Is Watching,3.9498
83915,A3I3O6QL7XLA04,10,3718,B007WGDC7I,Eastbound &amp; Down: Season 3,3.947
84136,A3K9DM7SQUYSXV,1,23757,B00IMQZV3U,The Young Riders: The Series - Season 1-3,2.3888
84136,A3K9DM7SQUYSXV,2,21922,B0002S65X6,Search for Battleship Bismarck,2.3431
84136,A3K9DM7SQUYSXV,3,18131,B001A33YV8,The Garden of Earthly Delights,2.2998
84136,A3K9DM7SQUYSXV,4,14870,B00DBPBOYM,WWE: Legends of Mid-South Wrestling,2.2623
84136,A3K9DM7SQUYSXV,5,26379,B00NLZAC2W,WWE: Survivor Series,2.2616
84136,A3K9DM7SQUYSXV,6,24674,6303234399,The Belles of St. Trinian's VHS,2.2503
84136,A3K9DM7SQUYSXV,7,60087,B002DQBYMM,Classic Memphis Wrestling - Jerry Lawler vs. The Monsters DVD,2.25
84136,A3K9DM7SQUYSXV,8,5169,B00005JLFV,Law &amp; Order: The First Year,2.2394
84136,A3K9DM7SQUYSXV,9,31984,B0030VO0DO,"The Cult Horror Colection SET! - The Skull, The Man Who Could Cheat Death, &amp; The Deadly Bees",2.2355
84136,A3K9DM7SQUYSXV,10,30690,B004BD74NS,Chuggington: Let's Ride The Rails,2.2331
102299,A9ZV2N6JTI8BF,1,39193,B00140PK9Q,Remember the Daze,5.1143
102299,A9ZV2N6JTI8BF,2,36399,B00005A07Q,Celine Dion: Au Coeur du Stade,5.1016
102299,A9ZV2N6JTI8BF,3,18487,B000062XFR,Failan,5.1016
102299,A9ZV2N6JTI8BF,4,19731,B008GOAF4S,The Best of the Booth Brothers,5.0998
102299,A9ZV2N6JTI8BF,5,23686,B009INAL0E,Cupid,5.0558
102299,A9ZV2N6JTI8BF,6,40855,B00006ADER,Go Tigers!,5.0558
102299,A9ZV2N6JTI8BF,7,46335,6303987532,Phantom of the West VHS,5.0165
102299,A9ZV2N6JTI8BF,8,11287,B00K0TWVFI,Trans,5.0027
102299,A9ZV2N6JTI8BF,9,15582,B0102AL8V2,Tokyo Ghoul: Season One,5.0017
102299,A9ZV2N6JTI8BF,10,42805,B00O2R6NX0,Planes &amp; Planes 2 anglais,4.8966
105340,AY9550TBWQQ3P,1,4752,B000Y11BC6,Shanghai Noon / Shanghai Knights,5.7836
105340,AY9550TBWQQ3P,2,22392,6301770986,Life of Verdi VHS,5.7564
105340,AY9550TBWQQ3P,3,28325,B009DA73US,The Curse of the Titanic Sisters,5.6738
105340,AY9550TBWQQ3P,4,17260,B000RFO0Q8,The Enchanted,5.6613
105340,AY9550TBWQQ3P,5,11693,B00W7AG7JE,The Drop Box,5.5841
105340,AY9550TBWQQ3P,6,42849,B00S2T3YDQ,BeFit: 30-Day Fat Burn,5.5689
105340,AY9550TBWQQ3P,7,6569,B000EYK4H6,Home Improvement: Season 4,5.5633
105340,AY9550TBWQQ3P,8,17806,B00ARWX2SI,Tyler Perry's House Of Payne - Volume 10,5.5563
105340,AY9550TBWQQ3P,9,18055,B0009XT8C4,Dust to Glory,5.5516
105340,AY9550TBWQQ3P,10,7177,B0025KVTLW,Night Court,5.5491
106667,A16HVMF0AMUQ3J,1,8968,B00004CR9T,Wayne's World VHS,2.1109
106667,A16HVMF0AMUQ3J,2,41743,B001957A2Q,Ghouls,2.0827
106667,A16HVMF0AMUQ3J,3,18691,B0043988P8,The Tower of Druaga: The Complete,2.0783
106667,A16HVMF0AMUQ3J,4,7501,B001AZI236,Exhale: Core Fusion - Body Sculpt,2.0753
106667,A16HVMF0AMUQ3J,5,12743,B00PR2IC8I,"Yoga for Seniors with Jane Adams (2nd edition): Improve Balance, Strength &amp; Flexibility with Gentle Senior Yoga, now with 3 complete practices.",2.0659
106667,A16HVMF0AMUQ3J,6,40627,6305812950,Trigun - High Noon Vol. 8  VHS,2.0614
106667,A16HVMF0AMUQ3J,7,12318,B019KDXAQS,Labyrinth of Lies,2.061
106667,A16HVMF0AMUQ3J,8,7525,B00FKIB3XA,Black Sabbath Live: Gathered in Their Masses,2.0598
106667,A16HVMF0AMUQ3J,9,52788,B004WCSMHA,Thomas Hardy Collection,2.0397
106667,A16HVMF0AMUQ3J,10,17014,B00EC6VCHS,Wiggles: Furry Tales W/Puzzle,2.0393
109987,A1Q1LZ0BI9TK4C,1,17608,B0009ORTKG,Billy Blanks: Ultimate Bootcamp,5.0232
109987,A1Q1LZ0BI9TK4C,2,9023,B0029E3RKA,Finding John Christmas [Region 2],4.9396
109987,A1Q1LZ0BI9TK4C,3,8730,B000ACQXHW,The Biggest Winner - How to Win by Losing: Jillian Michael's Shape Up-Front,4.9034
109987,A1Q1LZ0BI9TK4C,4,1516,B001BMGXTI,The Closer,4.8268
109987,A1Q1LZ0BI9TK4C,5,4898,B0009X770O,Hammer Horror Series: (Brides of Dracula / Curse of the Werewolf / Phantom of the Opera / Paranoiac / Kiss of the Vampire / and more),4.8262
109987,A1Q1LZ0BI9TK4C,6,14478,B000TSMOGG,Tenchi Muyo Ryo Ohki The Complete Series,4.8215
109987,A1Q1LZ0BI9TK4C,7,25204,B004P8R9SO,Ambush,4.8176
109987,A1Q1LZ0BI9TK4C,8,5800,B00KHA5SL4,Heartland: Season 7,4.8169
109987,A1Q1LZ0BI9TK4C,9,5673,B000M93DBW,THE NANNY - COMPLETE SEASON 3,4.8108
109987,A1Q1LZ0BI9TK4C,10,10678,B005D7E7Y0,Bonanza: Season 2,4.8083
134784,A1PWA1CLBXQL3V,1,10255,6300153029,G.I. Joe: A Real American Hero VHS,2.3667
134784,A1PWA1CLBXQL3V,2,45212,B005DR64HS,La Corda d'Oro: Primo Passo Complete Collection,2.3543
134784,A1PWA1CLBXQL3V,3,18892,6303949703,Come Back Charleston Blue VHS,2.3457
134784,A1PWA1CLBXQL3V,4,25535,1574922815,The Piano Lesson Hallmark Hall of Fame  VHS,2.3442
134784,A1PWA1CLBXQL3V,5,23846,B01940YDD6,A French Village: Season 2,2.3428
134784,A1PWA1CLBXQL3V,6,10358,B005IA9JQI,Friends: The Complete Seventh and Eighth Seasons,2.3416
134784,A1PWA1CLBXQL3V,7,30803,B007I1TGR2,Queen's Blade 2: The Complete Series,2.3414
134784,A1PWA1CLBXQL3V,8,6406,B00GX7D5JW,The Six Million Dollar Man: Season 5,2.338
134784,A1PWA1CLBXQL3V,9,9759,B00LTO33JQ,Psych: The Complete Series,2.3129
134784,A1PWA1CLBXQL3V,10,41522,B000NVT0U2,Ali's 65,2.3099
138870,A27AOMPW1BY63W,1,38062,0790744929,Blonde Crazy VHS,5.7249
138870,A27AOMPW1BY63W,2,6735,B00CTWSGA8,Charlie Chan Collection (Shadows Over Chinatown / Docks of New Orleans / Shanghai Chest / The Golden Eye),5.6769
138870,A27AOMPW1BY63W,3,29118,B000NOIVU4,House: Season One / House: Season Two Value Pack,5.6758
138870,A27AOMPW1BY63W,4,29560,B009B82F6Y,Tenchi Muyo!: Movie Collection,5.637
138870,A27AOMPW1BY63W,5,10327,B000XJD3GQ,Tenchi Muyo GXP,5.5653
138870,A27AOMPW1BY63W,6,19284,B00KDUE3IC,"A Certain Scientific Railgun S: Season 2, Part 2",5.5512
138870,A27AOMPW1BY63W,7,9759,B00LTO33JQ,Psych: The Complete Series,5.5486
138870,A27AOMPW1BY63W,8,4845,B00CWBPQ22,Tyler Perry's The HAVES &amp; The HAVE-NOTS,5.5464
138870,A27AOMPW1BY63W,9,17817,B00BX8A92C,Fun In Acapulco,5.546
138870,A27AOMPW1BY63W,10,33798,B006K7HR12,Humphrey Bogart: The Columbia Pictures Collection,5.5423
139828,A2BB9J6BV87SJE,1,22560,B00009W5F7,The Junction Boys,4.7233
139828,A2BB9J6BV87SJE,2,8795,B00DD56724,Night Court: The Complete Ninth Season,4.719
139828,A2BB9J6BV87SJE,3,7598,B002DYKPF6,X-Men: Volume Three,4.6577
139828,A2BB9J6BV87SJE,4,11399,B000QCU534,Samurai Jack: Season 4,4.594
139828,A2BB9J6BV87SJE,5,12653,B001993YB8,The Facts of Life: Season 4,4.5886
139828,A2BB9J6BV87SJE,6,4889,6305613524,"Sarah Plain &amp; Tall Trilogy:  Sarah, Plain and Tall / Skylark / Winter's End VHS",4.5819
139828,A2BB9J6BV87SJE,7,23186,6305301697,Berlin: Symphony of a Great City,4.5471
139828,A2BB9J6BV87SJE,8,13107,B000T5MP7C,D.L. Hughley: Unapologetic,4.5377
139828,A2BB9J6BV87SJE,9,38062,0790744929,Blonde Crazy VHS,4.5272
139828,A2BB9J6BV87SJE,10,16907,B0029XFN80,"Charlie Chan Collection, Vol. 1 - 5",4.5233
147828,A3990QO7AOYS6J,1,47339,B000CS6SP6,The Best of Art Linkletter's Kids Say the Darndest Things! Volumes 1 &amp; 2,4.9469
147828,A3990QO7AOYS6J,2,23195,6305755175,Horowitz in Moscow,4.5934
147828,A3990QO7AOYS6J,3,57018,B0013XZ710,How Awful About Alan,4.5104
147828,A3990QO7AOYS6J,4,8422,B005HVWW6C,One Piece: Collection Three,4.4384
147828,A3990QO7AOYS6J,5,6175,B0002DB0FO,Everwood: Season 1,4.4327
147828,A3990QO7AOYS6J,6,45000,B003M780FA,EXPERIMENT PERILOUS,4.4073
147828,A3990QO7AOYS6J,7,32629,6300215245,The Metropolitan Opera - La Boheme Puccini  VHS,4.3913
147828,A3990QO7AOYS6J,8,22382,0783228341,It's a Gift VHS,4.373
147828,A3990QO7AOYS6J,9,31001,B00K3D5RA2,Modern Dance I - DVD - Lynn M. Hayden,4.3627
147828,A3990QO7AOYS6J,10,5676,B0013FSL1Q,Stop-Loss,4.3216
165613,A1DTLHFF6OACSM,1,35116,B0013LL2TS,Muhammad: The Last Prophet,4.0763
165613,A1DTLHFF6OACSM,2,57076,B0016LFG60,The Three Stooges: Classic Shorts &amp; Swing Parade - In COLOR! Also Includes the Original Black-and-White Versions which have been Beautifully Restored and Enhanced!,3.9997
165613,A1DTLHFF6OACSM,3,41359,B000EQ5UJQ,The Shirley Temple Storybook Collection: Pippi Longstocking/Kim,3.9997
165613,A1DTLHFF6OACSM,4,6466,B00HA0FOEU,Columbo: Mystery Movie Collection 1991-2003,3.9987
165613,A1DTLHFF6OACSM,5,18796,B00LVZK0SK,Halloween Collection,3.9958
165613,A1DTLHFF6OACSM,6,11803,B00113ALL8,Magnum P.I.: The Complete Eighth Season,3.9656
165613,A1DTLHFF6OACSM,7,17492,630020815X,Dawn Rider VHS,3.9619
165613,A1DTLHFF6OACSM,8,24473,B00CLF822A,Forbidden Hollywood Collection: Volume 7,3.9509
165613,A1DTLHFF6OACSM,9,6437,B0010V60XY,Leslie Sansone Walk Slim: Fast and Firm 4 Really Big Miles,3.9493
165613,A1DTLHFF6OACSM,10,10895,B00MHIKQB6,Star Wars Rebels: Spark Of Rebellion,3.9135
169659,A1P5KIEEP7L9ZC,1,17608,B0009ORTKG,Billy Blanks: Ultimate Bootcamp,3.6865
169659,A1P5KIEEP7L9ZC,2,11803,B00113ALL8,Magnum P.I.: The Complete Eighth Season,3.6408
169659,A1P5KIEEP7L9ZC,3,8730,B000ACQXHW,The Biggest Winner - How to Win by Losing: Jillian Michael's Shape Up-Front,3.6357
169659,A1P5KIEEP7L9ZC,4,13102,B000R20ZA6,Doctor Who - The Time Warrior anglais,3.5608
169659,A1P5KIEEP7L9ZC,5,12712,B0090W3BPA,Spongebob Squarepants: Complete Sixth Season,3.5172
169659,A1P5KIEEP7L9ZC,6,11359,B00005JOXZ,The Practice,3.5121
169659,A1P5KIEEP7L9ZC,7,5249,6300214958,Delirious VHS,3.5085
169659,A1P5KIEEP7L9ZC,8,11525,6303363598,Record of Lodoss War 1 VHS,3.5033
169659,A1P5KIEEP7L9ZC,9,27402,B00S8M03WW,Living Is Easy With Eyes Closed,3.4965
169659,A1P5KIEEP7L9ZC,10,8732,B000BJS4UI,The Cosby Show: Season 2,3.4959
180049,A2J8S1IKGLITLJ,1,42187,B00598YUOK,The King and The Clown,5.4284
180049,A2J8S1IKGLITLJ,2,17171,B00005R24C,Going Places,5.3292
180049,A2J8S1IKGLITLJ,3,26745,B0002TSZII,Star Power Pack: (Legends of the Fall / A River Runs Through It / The Devil's Own),5.3219
180049,A2J8S1IKGLITLJ,4,10703,B00EF4U7AK,Keeping Up Appearances: CS SE (DVD),5.2067
180049,A2J8S1IKGLITLJ,5,50302,B000022TSU,John Paul II - The Millennial Pope VHS,5.1963
180049,A2J8S1IKGLITLJ,6,8450,B011MUA592,Avatar - The Last Airbender: The Complete Series,5.1825
180049,A2J8S1IKGLITLJ,7,23977,B0000214FG,The Bat Whispers,5.1661
180049,A2J8S1IKGLITLJ,8,16960,B006BZ8NZM,Super Shark,5.1643
180049,A2J8S1IKGLITLJ,9,14610,B00O1D3AX6,Naruto Shippuden Uncut Set 21,5.1561
180049,A2J8S1IKGLITLJ,10,7324,B000NDEXFC,Les Miserables in Concert: The Dream Cast,5.1372
183777,A2TL7Y23QJDFOC,1,25909,B000NVI2BK,Kingdom: Season 1,3.321
183777,A2TL7Y23QJDFOC,2,42148,B004VW4VCQ,Nova: Japan's Killer Quake,3.3175
183777,A2TL7Y23QJDFOC,3,11693,B00W7AG7JE,The Drop Box,3.3007
183777,A2TL7Y23QJDFOC,4,6226,6304308434,A Patch of Blue VHS,3.2891
183777,A2TL7Y23QJDFOC,5,10505,B0043SQI9W,Tim Hawkins: Insanitized,3.2796
183777,A2TL7Y23QJDFOC,6,56999,B0013B34VM,"Witchblade, Vol. 6",3.2749
183777,A2TL7Y23QJDFOC,7,27402,B00S8M03WW,Living Is Easy With Eyes Closed,3.2623
183777,A2TL7Y23QJDFOC,8,13782,6301968891,Great Lie VHS,3.2619
183777,A2TL7Y23QJDFOC,9,8625,B000HDRB6G,3rd Rock from the Sun: Season 6,3.2442
183777,A2TL7Y23QJDFOC,10,11278,B00FJO95TE,Petticoat Junction: The Official Third Season,3.2392
208860,A11GM9T45T7DDL,1,40627,6305812950,Trigun - High Noon Vol. 8  VHS,5.7382
208860,A11GM9T45T7DDL,2,17028,B00IN3PU74,Lexx: Seasons 1 &amp; 2,5.6567
208860,A11GM9T45T7DDL,3,8406,B00274SIVK,The Lucy Show: The Official First Season,5.6497
208860,A11GM9T45T7DDL,4,16668,B018V1ZY3M,"Hunt, The (BBC/DVD)",5.6407
208860,A11GM9T45T7DDL,5,13107,B000T5MP7C,D.L. Hughley: Unapologetic,5.6376
208860,A11GM9T45T7DDL,6,19193,B0079ILHZS,Todd &amp; the Book of Pure Evil - The Complete Second Season,5.629
208860,A11GM9T45T7DDL,7,11255,B009UHH26O,Automan: Complete Series [Region 2],5.6148
208860,A11GM9T45T7DDL,8,8907,B005BX3K80,Leslie Sansone: Burn Body Fat,5.6019
208860,A11GM9T45T7DDL,9,18910,6305460183,Ju Dou,5.59
208860,A11GM9T45T7DDL,10,4889,6305613524,"Sarah Plain &amp; Tall Trilogy:  Sarah, Plain and Tall / Skylark / Winter's End VHS",5.5865
215123,A1D8LPRO8JERL9,1,18632,B001E75QHU,A Colbert Christmas: The Greatest Gift of All!,7.153
215123,A1D8LPRO8JERL9,2,11666,B00HW0OSPO,Midsomer Murders Series 8,7.1189
215123,A1D8LPRO8JERL9,3,4793,B000G8NXAA,Medium: The Complete 2nd Season Checkpoint,7.114
215123,A1D8LPRO8JERL9,4,24285,B001MEJYBE,"WWE: Summerslam - The Complete Anthology, Vol. 1 1988-1992",7.0994
215123,A1D8LPRO8JERL9,5,8759,B001K98M78,Fullmetal Alchemist: Season 1,7.0828
215123,A1D8LPRO8JERL9,6,56358,B000HWZ4FW,"Animaniacs, Vols. 1 &amp; 2",7.0676
215123,A1D8LPRO8JERL9,7,13171,B005SQRYS2,Kojak: The Complete Movie Collection,7.058
215123,A1D8LPRO8JERL9,8,28697,6304410646,Caught VHS,7.0545
215123,A1D8LPRO8JERL9,9,5179,B000F5GJVE,Are You Afraid of the Dark?: Season 1,7.0225
215123,A1D8LPRO8JERL9,10,4620,B00DW8E6K2,New Tricks: Complete BBC Series 10 anglais,7.0088
222183,A1PXMW4WW72NRY,1,28712,6304887086,Late Bloomers VHS,5.8725
222183,A1PXMW4WW72NRY,2,9963,B000038I0Y,Love Stinks,5.7089
222183,A1PXMW4WW72NRY,3,8777,B005SQRYQY,Adam 12: Season 6,5.6713
222183,A1PXMW4WW72NRY,4,20944,B00FC5DGRM,Borgen Trilogy,5.6533
222183,A1PXMW4WW72NRY,5,8449,B011KG2G5O,The Ultimate James Bond Collection,5.6496
222183,A1PXMW4WW72NRY,6,12788,6304196660,Pee-wee's Playhouse: Christmas Special VHS,5.6163
222183,A1PXMW4WW72NRY,7,31114,B01648PBV4,Nova: Making North America,5.6084
222183,A1PXMW4WW72NRY,8,16288,B01CQOVHPO,Universal Hollywood Icons Collection: James Stewart (Harvey / Winchester '73 / The Glenn Miller Story / You Gotta Stay Happy),5.599
222183,A1PXMW4WW72NRY,9,8436,B00IO8UO74,TCM on Moonlight Bay / By the Light of the Silvery Moon,5.5943
222183,A1PXMW4WW72NRY,10,18910,6305460183,Ju Dou,5.5718
223265,A1RUQC4C2UN73,1,30783,B006JN87KC,WWE: Elimination Chamber 2012,4.3873
223265,A1RUQC4C2UN73,2,5578,B000JLTRIG,Charmed: Season 7,4.3863
223265,A1RUQC4C2UN73,3,24528,B00K5SY9GI,Challenge of the Gobots: The Series Volume One R,4.3388
223265,A1RUQC4C2UN73,4,43900,B00097HDMC,"Belly Dance Travel Steps with Layers, Accents &amp; Step Combinations, by Autumn Ward - World Dance New York Movement Catalog Series: Bellydance step-by-step moves, Belly dance steps reference",4.2183
223265,A1RUQC4C2UN73,5,30932,B00EQ2KXL4,Drive-In Cult Cinema Collection: Classic 200  Features,4.1757
223265,A1RUQC4C2UN73,6,17476,B018JLPUIS,Saving Hope: The Complete Third Season,4.1443
223265,A1RUQC4C2UN73,7,53272,B00AY9V3G2,Best Of Swamp People: Gator Season,4.1364
223265,A1RUQC4C2UN73,8,54667,6305340595,Therese and Isabelle,4.111
223265,A1RUQC4C2UN73,9,51403,B000FUF70I,Wilbur and the Baby Factory/Tanya,4.0308
223265,A1RUQC4C2UN73,10,38967,B000JLIYRQ,Kolberg: The Restored 1945 Epic,4.0058
232211,A283Q2RBGTDWRI,1,9866,B001E6JC30,Petticoat Junction -  The Official First Season,5.4933
232211,A283Q2RBGTDWRI,2,11525,6303363598,Record of Lodoss War 1 VHS,5.4819
232211,A283Q2RBGTDWRI,3,37911,B00SK7B1PI,Don Matteo: Set 10,5.3549
232211,A283Q2RBGTDWRI,4,25724,B00006LHB9,Louisiana Purchase / Never Say Die Double Feature,5.3475
232211,A283Q2RBGTDWRI,5,17060,B00UUOV8D4,The Donna Reed Show:Season 3,5.3316
232211,A283Q2RBGTDWRI,6,4405,B002XTBECY,Cranford: The Collection (Cranford / Return to Cranford),5.2446
232211,A283Q2RBGTDWRI,7,12190,B0009A40NO,Tyler Perry's Meet the Browns: The Play,5.223
232211,A283Q2RBGTDWRI,8,13102,B000R20ZA6,Doctor Who - The Time Warrior anglais,5.2166
232211,A283Q2RBGTDWRI,9,40534,6304179073,"Absolutely Fabulous, The Complete Collection: Series 1 to 3 VHS",5.2091
232211,A283Q2RBGTDWRI,10,43408,B00004U8N2,Suckers,5.1965
236404,A2FQPR7WOENXH2,1,23846,B01940YDD6,A French Village: Season 2,6.5644
236404,A2FQPR7WOENXH2,2,38051,B01FXM2Q2O,Assassination Classroom: Season One Part Two,6.5629
236404,A2FQPR7WOENXH2,3,18767,B00DS79HCE,DreamWorks Holiday Collection (Shrek the Halls / Merry Madagascar / Dragons Holiday: Gift of the Night Fury / Kung Fu Panda Holiday),6.5287
236404,A2FQPR7WOENXH2,4,8250,B00008AORL,Inspector Morse - Happy Families,6.5235
236404,A2FQPR7WOENXH2,5,10358,B005IA9JQI,Friends: The Complete Seventh and Eighth Seasons,6.5212
236404,A2FQPR7WOENXH2,6,15141,B006VC3LDO,Bob: The Complete Series,6.514
236404,A2FQPR7WOENXH2,7,34983,B000LV6OK8,The Judi Dench Collection: (The Cherry Orchard / Talking to a Stranger / Keep an Eye on Am&eacute;lie / Going Gently / Ghosts / and more),6.511
236404,A2FQPR7WOENXH2,8,27168,B006HH5YK6,Carpenters - In Performance 1972,6.4865
236404,A2FQPR7WOENXH2,9,10908,6300218228,A Woman Called Golda VHS,6.4711
236404,A2FQPR7WOENXH2,10,28505,B00O5GZ6OA,The Ghost &amp; Mrs Muir Season 2 2 TV Series Hope Lange,6.4327
238155,A2J0CL2LNDSS22,1,48407,B00318D78U,Scenic Walks of the World: Historic Pathways/The Great Wall of China,4.3217
238155,A2J0CL2LNDSS22,2,4794,B000GYI33Q,Justice League Unlimited: Season 1,4.2719
238155,A2J0CL2LNDSS22,3,15716,B000ARXF7S,Dear America - Letters Home from Vietnam,4.2356
238155,A2J0CL2LNDSS22,4,28122,B0029ZUQ80,NFL: New York Giants - 10 Greatest Games,4.1348
238155,A2J0CL2LNDSS22,5,9963,B000038I0Y,Love Stinks,4.1338
238155,A2J0CL2LNDSS22,6,47780,B000UEHZ9U,Bommarillu,4.1296
238155,A2J0CL2LNDSS22,7,10906,0767819519,The Deep End of the Ocean VHS,4.1152
238155,A2J0CL2LNDSS22,8,18102,B000UNYJTK,Sesame Street: Old School - Volume 2,4.0872
238155,A2J0CL2LNDSS22,9,27539,6303454003,Welcome Stranger VHS,4.0818
238155,A2J0CL2LNDSS22,10,34542,B00005MHOM,Half Past Autumn - The Life and Works of Gordon Parks Documentary  VHS,4.0813
254210,A3CNSQGHJ97UO6,1,12628,B000NTMA1U,Coach: The Second Season,4.0809
254210,A3CNSQGHJ97UO6,2,36962,B000NVT0MU,Mission: Magic! - The Complete Series,4.0433
254210,A3CNSQGHJ97UO6,3,30203,B00030ANYU,Bob Hope: The Vietnam Years,3.9822
254210,A3CNSQGHJ97UO6,4,17593,B00030A5I4,Beginners Weight Loss and Toning Program,3.9438
254210,A3CNSQGHJ97UO6,5,27999,B0012EM5G0,Buso Renkin 1,3.8613
254210,A3CNSQGHJ97UO6,6,42858,B00STPQ74Q,UFC 181/1,3.8437
254210,A3CNSQGHJ97UO6,7,17014,B00EC6VCHS,Wiggles: Furry Tales W/Puzzle,3.8229
254210,A3CNSQGHJ97UO6,8,31176,1891252135,Yoga Short Forms: The Practice,3.8208
254210,A3CNSQGHJ97UO6,9,15833,B007K7IAGM,Web Therapy: Season 1,3.8109
254210,A3CNSQGHJ97UO6,10,29794,B011KG2O38,007: The Daniel Craig Collection,3.7914
285742,A1UF8LF658016W,1,30779,B006FTKYKG,Curious George: Saves the Day,5.0187
285742,A1UF8LF658016W,2,22874,B004ZJZQ8S,Curious George: A Day at the Library,4.9457
285742,A1UF8LF658016W,3,22164,B004GJYRM8,Clint Eastwood Collection,4.6984
285742,A1UF8LF658016W,4,29326,B002HP4LH4,Love of Siam,4.5947
285742,A1UF8LF658016W,5,13629,B000NY1EC6,George Jones &amp; Friends: 50th Anniversary Tribute Concert,4.5893
285742,A1UF8LF658016W,6,22458,6305436339,Pre-Code Hollywood - The Risque Years Of Human Bondage / Millie / Kept Husbands,4.5831
285742,A1UF8LF658016W,7,29033,B000EPR8EW,Bastards / Svolochi - (Russian Import - PAL DVD),4.546
285742,A1UF8LF658016W,8,14637,B01DX72HPM,Love Finds You In Valentine,4.5347
285742,A1UF8LF658016W,9,8674,B00FWVXRLG,Peppa Pig: My Birthday Party,4.5331
285742,A1UF8LF658016W,10,16560,B005DUNX1K,Earthworm Jim: Complete Series,4.4776
286203,A1YXY9E115XV7D,1,17608,B0009ORTKG,Billy Blanks: Ultimate Bootcamp,6.0469
286203,A1YXY9E115XV7D,2,4898,B0009X770O,Hammer Horror Series: (Brides of Dracula / Curse of the Werewolf / Phantom of the Opera / Paranoiac / Kiss of the Vampire / and more),6.0456
286203,A1YXY9E115XV7D,3,8732,B000BJS4UI,The Cosby Show: Season 2,6.027
286203,A1YXY9E115XV7D,4,9023,B0029E3RKA,Finding John Christmas [Region 2],5.9435
286203,A1YXY9E115XV7D,5,8730,B000ACQXHW,The Biggest Winner - How to Win by Losing: Jillian Michael's Shape Up-Front,5.9207
286203,A1YXY9E115XV7D,6,12176,B00006AW63,101 Dalmatians,5.9126
286203,A1YXY9E115XV7D,7,25204,B004P8R9SO,Ambush,5.8715
286203,A1YXY9E115XV7D,8,7515,B004L5GY82,Laramie: Season 1,5.8346
286203,A1YXY9E115XV7D,9,4620,B00DW8E6K2,New Tricks: Complete BBC Series 10 anglais,5.8269
286203,A1YXY9E115XV7D,10,17060,B00UUOV8D4,The Donna Reed Show:Season 3,5.8246
290736,A38P813SNXQKTE,1,35628,B008YGGUTW,WHY in the World Are They Spraying?,5.6091
290736,A38P813SNXQKTE,2,18305,B00GVH3ZBC,BarreAmped,5.5215
290736,A38P813SNXQKTE,3,17806,B00ARWX2SI,Tyler Perry's House Of Payne - Volume 10,5.4963
290736,A38P813SNXQKTE,4,16459,B000NIWI9K,Mozart - Cosi fan Tutte,5.4402
290736,A38P813SNXQKTE,5,8930,B00KWTZ1RG,The Lion King Region Free,5.4243
290736,A38P813SNXQKTE,6,26200,B006Z94HWM,Scooby-Doo: 13 Spooky Tales Around the World,5.3832
290736,A38P813SNXQKTE,7,21434,B0029R81KI,National Geographic: Sea Monsters - A Prehistoric Adventure,5.3556
290736,A38P813SNXQKTE,8,12176,B00006AW63,101 Dalmatians,5.2913
290736,A38P813SNXQKTE,9,44818,B001U3QOX8,Beyond the Secret,5.2529
290736,A38P813SNXQKTE,10,29663,B00FGK84JS,SD! 13 Spooky Tales Love of Snack (DVD),5.2372
